,trip_id,train_name,date,cargo,station_id,event,cargo_type,fuel_level,ended
1895,DRI65NF4EK,UDAXI,2025-09-30 13:57:30,1.0,station_C,Salida de vagones,Machinery,842.32,True
1896,OBAJQT4HS0,HHEXD,2025-06-20 12:04:06,20.0,station_C,Salida de vagones,Machinery,162.11,True
1897,H0TB4QOD4K,VXRCS,2024-09-21 10:54:19,13.0,station_B,Llegada de vagones,Chemicals,346.08,True
1898,TA3VP8OWTS,UDAXI,2025-08-23 16:05:17,14.0,station_A,Final carga,Machinery,216.784,True
1899,F1F1L8SUGF,HHEXD,2024-09-05 10:00:00,0.0,station_A,Comienzo de ruta,,320.9000000000001,True
1900,ZEFKVOUUSR,UDAXI,2025-02-28 16:40:21,0.0,station_D,Llegada de vagones,Textiles,464.48799999999983,True
1901,FC8VYI78SN,HHEXD,2025-08-23 11:10:35,1.0,station_B,Salida de vagones,Chemicals,734.6,True
1902,T3818YOP3W,VXRCS,2024-10-07 10:05:18,34.0,station_A,Salida de vagones,Textiles,1200.0,True
1903,H9N12O0V3Z,VXRCS,2024-08-09 14:34:17,0.0,station_F,Salida de vagones,Electronics,908.7359999999999,True
1904,CYRJVZA654,UDAXI,2025-05-17 08:08:42,0.0,station_G,Descarga de vagones,Machinery,436.4799999999999,True
1905,OWOMQIGCT2,HHEXD,2024-07-30 17:16:29,4.0,station_F,Llegada de vagones,Chemicals,0.0,True
1906,TK51ITY5H5,VXRCS,2025-07-08 14:30:54,1.0,station_F,Salida de vagones,Chemicals,773.9040000000001,True
1907,BDH02YH9Q4,VXRCS,2025-01-02 17:29:21,0.0,station_G,Descarga de vagones,Food,684.6599999999999,True
1908,2Y4PV33B4H,VXRCS,2025-02-19 14:42:42,1.0,station_F,Salida de vagones,Electronics,349.4880000000003,True
1909,UUWZIX69GU,VXRCS,2024-09-16 11:01:25,30.0,station_B,Descarga de vagones,Machinery,290.3159999999999,True
1910,HO2KGN6ZV9,UDAXI,2025-02-12 17:59:19,12.0,station_B,Salida de vagones,Food,561.312,True
1911,H9N12O0V3Z,VXRCS,2024-08-09 10:55:44,23.0,station_B,Descarga de vagones,Electronics,1131.36,True
1912,A9PMH7GX86,UDAXI,2025-05-28 19:07:44,4.0,station_E,Descarga de vagones,Machinery,0.0,True
1913,2BSMEBO7V0,HHEXD,2025-06-11 19:44:28,0.0,station_G,Final de ruta,Textiles,549.1400000000001,True
1914,6RDQYB9ROJ,VXRCS,2025-04-02 13:36:02,1.0,station_E,Salida de vagones,Machinery,0.0,True
1915,1UP8NY9QX2,VXRCS,2025-03-21 11:24:55,42.0,station_C,Descarga de vagones,Machinery,992.6400000000001,True
1916,PK054NZDKY,HHEXD,2024-06-14 14:44:23,4.0,station_E,Llegada de vagones,Machinery,448.1,True
1917,919AHEJ8CX,HHEXD,2024-06-20 16:33:25,6.0,station_F,Salida de vagones,Chemicals,0.0,True
1918,MAHB3HN00C,VXRCS,2025-04-17 12:43:29,0.0,station_D,Llegada de vagones,Textiles,1072.9199999999998,True
1919,884JXZOSI3,UDAXI,2025-02-01 10:00:00,0.0,station_A,Comienzo de ruta,,601.624,True
1920,4VYNZLAXAE,VXRCS,2025-09-25 11:23:09,6.0,station_C,Salida de vagones,Electronics,508.6559999999997,True
1921,IJE7AK2WNJ,UDAXI,2024-11-14 02:59:51,15.0,station_F,Llegada de vagones,Chemicals,667.072,True
1922,G7CON4RCER,UDAXI,2024-10-17 16:00:00,0.0,station_A,Comienzo de ruta,,223.168,True
1923,2G73AJ0JE4,VXRCS,2024-07-25 12:34:36,3.0,station_D,Salida de vagones,Textiles,1070.2920000000001,True
1924,MAHB3HN00C,VXRCS,2025-04-17 11:23:49,0.0,station_C,Salida de vagones,Textiles,1126.9199999999998,True
1925,DIB4DGYDF1,VXRCS,2025-04-26 17:21:23,0.0,station_G,Final de ruta,Food,0.0,True
1926,Z63PNWDDS5,HHEXD,2024-09-17 10:19:09,49.0,station_A,Salida de vagones,Machinery,800.0,True
1927,IE3CSMCMCU,VXRCS,2024-09-04 17:06:30,0.0,station_G,Final de ruta,Chemicals,603.1920000000001,True
1928,N34CK9XH0H,UDAXI,2025-08-28 10:06:26,45.0,station_A,Salida de vagones,Textiles,1000.0,True
1929,3R81D7MX3J,UDAXI,2025-07-15 12:14:23,13.0,station_B,Descarga de vagones,Food,936.0,True
1930,X41Q4HX6BQ,VXRCS,2025-06-21 16:56:31,0.0,station_G,Llegada de vagones,Chemicals,616.08,True
1931,WJM58TL5CF,UDAXI,2024-12-05 13:02:29,23.0,station_C,Llegada de vagones,Food,155.40799999999993,True
1932,X3GJ10FFD1,HHEXD,2025-08-26 17:01:23,4.0,station_F,Llegada de vagones,Machinery,351.57499999999993,True
1933,97ZQ51250K,VXRCS,2025-08-27 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
1934,SY0X4KNSF4,VXRCS,2025-08-15 10:08:09,34.0,station_A,Salida de vagones,Food,416.6879999999998,True
1935,0DZ6XPYFXO,UDAXI,2024-08-29 08:17:49,0.0,station_G,Descarga de vagones,Textiles,800.6320000000001,True
1936,TNK2U0CRF5,HHEXD,2025-07-22 10:00:00,0.0,station_A,Comienzo de ruta,,800.0,True
1937,I0G6HSHG5M,UDAXI,2025-01-03 19:04:47,0.0,station_E,Llegada de vagones,Textiles,464.8960000000001,True
1938,6GT6MJXK87,HHEXD,2024-06-08 12:03:48,4.0,station_C,Llegada de vagones,Chemicals,205.13000000000002,True
1939,YKE9FV4B1K,UDAXI,2024-12-11 10:00:00,0.0,station_A,Comienzo de ruta,,350.1199999999999,True
1940,JXVIHM20AP,UDAXI,2025-08-19 02:29:37,7.0,station_F,Descarga de vagones,Textiles,64.09599999999995,True
1941,4MGBNKSF4H,VXRCS,2024-12-13 10:15:28,39.0,station_A,Salida de vagones,Machinery,1200.0,True
1942,T4MX23SY67,HHEXD,2024-08-28 11:57:43,23.0,station_C,Descarga de vagones,Food,213.96999999999997,True
1943,7148C6WZL3,UDAXI,2025-02-22 11:55:20,6.0,station_B,Salida de vagones,Chemicals,152.84799999999996,True
1944,LHIMAQA355,UDAXI,2025-04-10 19:17:50,7.0,station_C,Salida de vagones,Electronics,134.86399999999983,True
1945,S6R044P39J,VXRCS,2024-07-22 11:28:19,0.0,station_C,Salida de vagones,Food,281.71200000000016,True
1946,0MGG1W103D,VXRCS,2024-06-12 14:41:05,0.0,station_F,Llegada de vagones,Electronics,886.4639999999999,True
1947,DVPINE9NNO,HHEXD,2024-08-06 12:04:40,2.0,station_C,Descarga de vagones,Food,699.4,True
1948,2BL3M3FQUK,HHEXD,2025-04-10 17:13:31,0.0,station_F,Salida de vagones,Electronics,565.76,True
1949,30KVOSKK9O,VXRCS,2025-06-03 13:05:00,0.0,station_D,Descarga de vagones,Machinery,890.3100000000001,True
1950,EN0RSKQPZP,HHEXD,2025-07-16 19:06:51,1.0,station_G,Llegada de vagones,Food,362.00000000000006,True
1951,HN5F62D3I6,VXRCS,2024-10-03 14:00:48,0.0,station_E,Llegada de vagones,Machinery,193.67400000000004,True
1952,LHIMAQA355,UDAXI,2025-04-10 17:57:18,99.0,station_B,Llegada de vagones,Electronics,158.28799999999984,True
1953,DCYUEID2DT,VXRCS,2025-09-18 10:58:35,45.0,station_B,Descarga de vagones,Machinery,1065.9,True
1954,A7H7AYNU0X,HHEXD,2025-02-12 11:14:41,33.0,station_B,Llegada de vagones,Food,733.5,True
1955,XY2YYF8IWH,HHEXD,2024-10-05 20:32:14,0.0,station_G,Final de ruta,Chemicals,324.55999999999995,True
1956,UH8IUNCLVE,UDAXI,2025-05-24 10:01:52,13.0,station_A,Salida de vagones,Textiles,603.424,True
1957,7T0DJIMV03,UDAXI,2024-12-28 13:18:32,1.0,station_C,Llegada de vagones,Textiles,176.94400000000005,True
1958,8F6KJKVCBF,UDAXI,2024-09-13 18:30:08,0.0,station_E,Salida de vagones,Chemicals,75.28799999999993,True
1959,7Q9AH8RVHS,UDAXI,2024-06-07 10:00:00,0.0,station_A,Comienzo de ruta,,602.1759999999999,True
1960,3R81D7MX3J,UDAXI,2025-07-15 13:23:31,13.0,station_C,Llegada de vagones,Food,908.88,True
1961,A7EFVUZK1D,VXRCS,2025-08-21 10:07:47,42.0,station_A,Final carga,Electronics,617.8440000000003,True
1962,MAHB3HN00C,VXRCS,2025-04-17 12:43:29,0.0,station_D,Descarga de vagones,Textiles,1072.9199999999998,True
1963,A7H7AYNU0X,HHEXD,2025-02-12 12:03:50,6.0,station_C,Llegada de vagones,Food,701.7,True
1964,X9DA9WHSBP,UDAXI,2025-05-03 10:07:16,25.0,station_A,Salida de vagones,Chemicals,1000.0,True
1965,4Z56RJ3GHQ,VXRCS,2025-07-04 12:39:08,23.0,station_D,Descarga de vagones,Machinery,832.71,True
1966,7ZBSFN244K,UDAXI,2025-02-07 12:05:43,58.0,station_B,Llegada de vagones,Machinery,905.2,True
1967,94JBY7CQKD,VXRCS,2025-03-29 10:02:38,11.0,station_A,Salida de vagones,Food,1200.0,True
1968,6RDQYB9ROJ,VXRCS,2025-04-02 11:32:34,32.0,station_C,Llegada de vagones,Machinery,60.12000000000009,True
1969,NUMMSR8U2H,UDAXI,2025-04-23 16:16:42,64.0,station_A,Salida de vagones,Food,535.672,True
1970,8XHU814PRJ,VXRCS,2025-07-19 10:00:00,0.0,station_A,Comienzo de ruta,,622.992,True
1971,L8D7CEDA0I,VXRCS,2024-10-15 10:12:25,50.0,station_A,Final carga,Food,631.7040000000002,True
1972,A7H7AYNU0X,HHEXD,2025-02-12 10:00:00,0.0,station_A,Comienzo de ruta,,800.0,True
1973,CP78ZC9Y7D,VXRCS,2025-04-08 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
1974,67JH2LKNMI,VXRCS,2024-12-16 10:13:46,31.0,station_A,Final carga,Machinery,1200.0,True
1975,FJWTZIFT9Y,HHEXD,2024-08-24 11:47:47,11.0,station_C,Llegada de vagones,Textiles,745.52,True
1976,BDH02YH9Q4,VXRCS,2025-01-02 13:38:31,0.0,station_E,Descarga de vagones,Food,906.6599999999999,True
1977,SK28T7A9TG,VXRCS,2024-06-18 11:22:39,24.0,station_C,Descarga de vagones,Textiles,1124.328,True
1978,8FE8B2HWYW,HHEXD,2025-09-11 13:23:00,35.0,station_D,Llegada de vagones,Food,103.28999999999999,True
1979,7RMB8Q93A1,HHEXD,2025-09-15 16:02:02,2.0,station_F,Llegada de vagones,Electronics,548.0399999999998,True
1980,S3EOQM1H8O,VXRCS,2024-07-16 13:38:10,21.0,station_E,Salida de vagones,Food,877.3199999999998,True
1981,8LSWU652FY,VXRCS,2025-02-27 12:51:23,0.0,station_D,Llegada de vagones,Textiles,1066.4399999999998,True
1982,DFUTE0XFZI,UDAXI,2025-07-17 03:40:45,0.0,station_F,Llegada de vagones,Electronics,152.472,True
1983,9DDVP4WCAQ,VXRCS,2025-07-29 11:02:21,22.0,station_B,Descarga de vagones,Chemicals,1094.88,True
1984,1KAUPO1RXI,HHEXD,2025-01-30 15:16:57,2.0,station_E,Llegada de vagones,Machinery,451.54999999999995,True
1985,BDH02YH9Q4,VXRCS,2025-01-02 11:28:31,15.0,station_C,Descarga de vagones,Food,1071.36,True
1986,B8UC3160RB,VXRCS,2025-07-10 16:31:39,0.0,station_G,Descarga de vagones,Chemicals,549.8399999999999,True
1987,DIB4DGYDF1,VXRCS,2025-04-26 11:27:14,0.0,station_C,Descarga de vagones,Food,311.9760000000001,True
1988,LDTG3KEGH5,VXRCS,2025-05-23 11:30:35,35.0,station_C,Llegada de vagones,Chemicals,1034.4,True
1989,LJ2XLQP5L7,HHEXD,2025-05-10 11:55:49,6.0,station_C,Salida de vagones,Textiles,747.8599999999999,True
1990,OIT2UR0FM2,UDAXI,2024-12-18 16:21:42,57.0,station_A,Salida de vagones,Machinery,1000.0,True
1991,DRI65NF4EK,UDAXI,2025-10-01 02:03:45,0.0,station_G,Descarga de vagones,Machinery,469.4200000000001,True
1992,Z6A830DM7X,UDAXI,2024-07-19 03:14:31,9.0,station_F,Llegada de vagones,Machinery,0.0,True
1993,T16WT8JJ4T,VXRCS,2025-09-22 12:45:12,8.0,station_D,Llegada de vagones,Textiles,1059.744,True
1994,YXE7QYO7ZW,UDAXI,2025-02-03 16:26:34,74.0,station_A,Salida de vagones,Machinery,1000.0,True
1995,OZ9XFZAQ8H,UDAXI,2024-08-01 21:13:00,0.0,station_F,Llegada de vagones,Textiles,465.61600000000016,True
1996,X9DA9WHSBP,UDAXI,2025-05-03 13:29:03,3.0,station_C,Salida de vagones,Chemicals,907.456,True
1997,UL38V8WQ4M,HHEXD,2024-09-24 10:05:16,37.0,station_A,Salida de vagones,Textiles,800.0,True
1998,P8IY3X80J0,VXRCS,2024-08-03 12:48:58,0.0,station_D,Descarga de vagones,Electronics,1044.0,True
1999,4MGBNKSF4H,VXRCS,2024-12-13 14:50:43,0.0,station_F,Descarga de vagones,Machinery,680.3400000000001,True
2000,8V88BC1HY2,HHEXD,2025-07-07 15:17:21,5.0,station_E,Llegada de vagones,Machinery,447.725,True
2001,MB2U0J0N06,UDAXI,2024-09-23 18:20:55,0.0,station_E,Llegada de vagones,Electronics,840.0,True
2002,Z63PNWDDS5,HHEXD,2024-09-17 11:19:57,31.0,station_B,Salida de vagones,Machinery,688.25,True
2003,5ZM97PPER1,VXRCS,2025-03-27 11:18:01,35.0,station_C,Llegada de vagones,Chemicals,257.7119999999997,True
2004,GMSOXLTA8I,HHEXD,2024-07-11 11:14:48,35.0,station_B,Salida de vagones,Electronics,744.8,True
2005,884JXZOSI3,UDAXI,2025-02-01 13:20:06,26.0,station_C,Llegada de vagones,Chemicals,503.89599999999996,True
2006,0KHIDKG042,HHEXD,2025-01-07 11:23:08,11.0,station_B,Salida de vagones,Chemicals,719.0,True
2007,RZN0994LX9,VXRCS,2025-02-13 13:03:05,3.0,station_D,Salida de vagones,Machinery,845.76,True
2008,QO3SQ3DGLC,VXRCS,2025-01-06 16:50:29,1.0,station_G,Final de ruta,Textiles,896.1240000000003,True
2009,VP8H4NOUWR,HHEXD,2025-06-07 12:04:22,9.0,station_C,Descarga de vagones,Machinery,666.2,True
2010,X9G7HSFKR2,VXRCS,2024-08-29 10:58:57,46.0,station_B,Llegada de vagones,Food,527.544,True
2011,LTZEGYU5DF,HHEXD,2025-05-01 14:54:58,5.0,station_E,Salida de vagones,Food,542.95,True
2012,TVFDG0LKS9,VXRCS,2025-04-14 10:00:00,0.0,station_A,Comienzo de ruta,,1200.0,True
2013,QGBIYHVNT3,HHEXD,2025-09-27 11:52:15,1.0,station_C,Descarga de vagones,Textiles,747.62,True
2014,6KY9YCKVJK,VXRCS,2025-04-11 14:49:16,0.0,station_F,Salida de vagones,Food,265.6920000000001,True
2015,Y6TKECTS37,UDAXI,2024-12-31 02:51:01,6.0,station_F,Llegada de vagones,Textiles,826.384,True
2016,FVD6XDHYX3,UDAXI,2025-06-05 18:10:23,12.0,station_B,Descarga de vagones,Textiles,967.6,True
2017,8L4EBEAQNC,UDAXI,2024-11-19 03:01:12,0.0,station_G,Final de ruta,Machinery,505.29999999999995,True
2018,P69D1WMMME,UDAXI,2025-09-23 13:23:37,2.0,station_C,Salida de vagones,Food,903.68,True
2019,CLQK65V3IF,UDAXI,2025-07-29 03:10:38,4.0,station_F,Salida de vagones,Chemicals,692.944,True
2020,UMPYO0CU4Y,HHEXD,2024-07-24 19:47:45,0.0,station_G,Final de ruta,Food,0.0,True
2021,3HGG9C6GKH,VXRCS,2025-08-19 12:44:55,1.0,station_D,Salida de vagones,Textiles,1068.2040000000002,True
2022,6GT6MJXK87,HHEXD,2024-06-08 10:02:40,9.0,station_A,Final carga,Chemicals,307.97,True
2023,LAVSMLZ16U,HHEXD,2024-09-30 16:06:38,1.0,station_F,Descarga de vagones,Machinery,328.62499999999994,True
2024,G6IZED1IPS,UDAXI,2024-11-25 21:44:04,0.0,station_D,Salida de vagones,Textiles,907.8879999999999,True
2025,25PF9A0NIW,HHEXD,2025-06-05 19:38:49,0.0,station_G,Final de ruta,Food,352.19999999999993,True
2026,WMUWBTKW2J,UDAXI,2025-03-26 22:33:37,2.0,station_D,Descarga de vagones,Electronics,840.736,True
2027,N7XY43CCUG,VXRCS,2025-02-04 10:49:31,30.0,station_B,Descarga de vagones,Textiles,373.96799999999996,True
2028,KUE98HLUJB,HHEXD,2025-04-04 20:27:16,1.0,station_G,Descarga de vagones,Machinery,162.42500000000007,True
2029,TFPH90O7Y2,UDAXI,2024-07-13 11:50:30,7.0,station_B,Salida de vagones,Textiles,260.8399999999999,True
2030,P0LF7XE786,UDAXI,2024-09-02 10:00:00,0.0,station_A,Comienzo de ruta,,613.432,True
2031,6VFPTOMJBC,VXRCS,2024-06-27 10:55:04,33.0,station_B,Descarga de vagones,Machinery,1076.7,True
2032,T3818YOP3W,VXRCS,2024-10-07 12:26:55,19.0,station_D,Llegada de vagones,Textiles,1061.148,True
2033,HR8X8C28N1,HHEXD,2024-11-07 12:07:43,1.0,station_C,Salida de vagones,Food,699.3,True
2034,X41Q4HX6BQ,VXRCS,2025-06-21 10:02:53,10.0,station_A,Final carga,Chemicals,1200.0,True
2035,U16HYMQC1A,VXRCS,2024-06-24 12:58:24,1.0,station_D,Salida de vagones,Chemicals,940.224,True
2036,9WEC04T2VY,VXRCS,2025-08-30 10:03:30,13.0,station_A,Final carga,Chemicals,1200.0,True
2037,P2PX3FA4IU,HHEXD,2025-07-28 14:05:05,0.0,station_D,Salida de vagones,Food,614.85,True
2038,5XS9CFU5HY,VXRCS,2025-07-01 10:15:33,39.0,station_A,Final carga,Machinery,1200.0,True
2039,36ZHBPX52L,VXRCS,2024-12-21 14:28:35,0.0,station_F,Descarga de vagones,Chemicals,227.3520000000002,True
2040,2AOFJA5NV0,VXRCS,2025-03-08 12:57:01,3.0,station_D,Salida de vagones,Machinery,312.5099999999998,True
2041,SMU6FGK88A,UDAXI,2025-01-22 19:26:21,4.0,station_C,Descarga de vagones,Food,914.8,True
2042,BN4JP18MFT,HHEXD,2025-08-12 16:43:22,5.0,station_F,Salida de vagones,Food,494.59999999999997,True
2043,6GN8W9URJS,HHEXD,2025-04-25 11:18:36,48.0,station_B,Llegada de vagones,Food,726.0,True
2044,F2HPNW1KIN,VXRCS,2024-11-08 12:47:30,0.0,station_D,Llegada de vagones,Electronics,1033.92,True
2045,KDZ1QJFXKH,VXRCS,2025-07-25 10:57:59,17.0,station_B,Salida de vagones,Chemicals,1106.4,True
2046,77QKXIRHBV,UDAXI,2024-11-19 17:58:55,17.0,station_B,Salida de vagones,Textiles,955.84,True
2047,YXI3MWRMVI,HHEXD,2025-06-02 16:16:28,13.0,station_F,Llegada de vagones,Chemicals,0.0,True
2048,LAVSMLZ16U,HHEXD,2024-09-30 11:19:10,26.0,station_B,Descarga de vagones,Machinery,701.0,True
2049,MB2U0J0N06,UDAXI,2024-09-23 18:20:55,0.0,station_E,Descarga de vagones,Electronics,840.0,True
2050,9WEC04T2VY,VXRCS,2025-08-30 13:33:33,1.0,station_E,Llegada de vagones,Chemicals,880.248,True
2051,KGNJ6OM978,VXRCS,2025-06-25 10:10:35,47.0,station_A,Final carga,Electronics,1200.0,True
2052,I0G6HSHG5M,UDAXI,2025-01-03 10:07:34,55.0,station_A,Final carga,Textiles,576.7840000000001,True
2053,LOQMHLD939,VXRCS,2025-01-29 11:19:14,20.0,station_C,Salida de vagones,Textiles,559.236,True
2054,ODG0V4GIA9,HHEXD,2024-09-26 14:26:27,0.0,station_D,Descarga de vagones,Machinery,56.539999999999964,True
2055,5W21BKSM4W,HHEXD,2025-08-14 11:22:47,12.0,station_B,Salida de vagones,Food,728.0,True
2056,U3R9KE7J2S,VXRCS,2025-03-15 10:52:46,11.0,station_B,Llegada de vagones,Chemicals,1120.08,True
2057,85W6UYRLBU,HHEXD,2024-12-03 19:05:17,0.0,station_G,Llegada de vagones,Food,332.05,True
2058,RYCEM9N4NV,HHEXD,2024-10-11 14:43:33,2.0,station_E,Descarga de vagones,Electronics,595.36,True
2059,0SHZBUK3XF,HHEXD,2024-08-17 13:44:07,3.0,station_D,Llegada de vagones,Electronics,667.2400000000001,True
2060,BN4JP18MFT,HHEXD,2025-08-12 15:19:21,7.0,station_E,Salida de vagones,Food,558.8,True
2061,0EY8XA4EDW,HHEXD,2025-08-02 19:29:46,2.0,station_G,Final de ruta,Chemicals,-166.0,True
2062,FJ7R37F7FP,HHEXD,2025-05-07 15:04:00,0.0,station_E,Salida de vagones,Electronics,617.52,True
2063,B4WTXI27VL,UDAXI,2025-06-26 16:08:35,39.0,station_D,Llegada de vagones,Electronics,70.57599999999998,True
2064,K6P6EGA7NM,UDAXI,2025-06-27 19:04:53,66.0,station_C,Llegada de vagones,Food,893.76,True
2065,EJB3VCFEDL,HHEXD,2025-01-24 14:55:10,6.0,station_E,Descarga de vagones,Chemicals,493.76000000000005,True
2066,WOECBPMBJP,UDAXI,2024-07-04 13:12:30,4.0,station_C,Salida de vagones,Machinery,874.96,True
2067,JUDT59WEU7,UDAXI,2025-01-22 02:15:19,0.0,station_G,Descarga de vagones,Food,236.8320000000001,True
2068,44NK0BPCIK,VXRCS,2025-02-06 13:35:13,17.0,station_E,Descarga de vagones,Chemicals,825.816,True
2069,UDA2RNKK5F,HHEXD,2024-12-30 13:50:21,0.0,station_D,Descarga de vagones,Chemicals,590.1800000000001,True
2070,OZ9XFZAQ8H,UDAXI,2024-08-01 12:10:14,2.0,station_B,Salida de vagones,Textiles,569.1040000000002,True
2071,OH9O5QVWC9,HHEXD,2025-08-18 12:11:44,6.0,station_C,Llegada de vagones,Food,699.2,True
2072,2CW1RDEZX6,VXRCS,2024-09-06 10:55:12,26.0,station_B,Descarga de vagones,Electronics,1135.2,True
2073,MY4GPYWSSB,UDAXI,2024-07-27 19:12:43,6.0,station_C,Salida de vagones,Textiles,952.384,True
2074,9FM8D7M46B,HHEXD,2025-09-02 14:55:50,2.0,station_E,Salida de vagones,Chemicals,10.429999999999993,True
2075,P0LF7XE786,UDAXI,2024-09-02 15:57:01,13.0,station_D,Descarga de vagones,Chemicals,362.05600000000004,True
2076,GILBROOOBW,VXRCS,2025-04-05 11:12:03,9.0,station_B,Llegada de vagones,Machinery,1101.9,True
2077,PG4PVDV7PE,HHEXD,2025-09-17 16:41:42,0.0,station_F,Salida de vagones,Chemicals,426.44000000000005,True
2078,P69D1WMMME,UDAXI,2025-09-23 21:38:12,0.0,station_F,Salida de vagones,Food,754.4799999999999,True
2079,DOECVE6PR5,HHEXD,2024-06-11 14:51:44,0.0,station_E,Salida de vagones,Chemicals,517.2199999999999,True
2080,T7CU8JU6OJ,UDAXI,2025-03-25 16:07:51,0.0,station_D,Descarga de vagones,Machinery,789.52,True
2081,VOVKE6H76M,VXRCS,2024-08-19 16:53:56,0.0,station_G,Descarga de vagones,Textiles,316.4519999999997,True
2082,I0G6HSHG5M,UDAXI,2025-01-03 12:15:50,2.0,station_B,Salida de vagones,Textiles,539.5840000000001,True
2083,1CBFNO6B9M,UDAXI,2024-06-01 16:31:25,8.0,station_D,Llegada de vagones,Machinery,781.48,True
2084,6GZGU9ET83,VXRCS,2025-04-30 11:29:47,16.0,station_C,Llegada de vagones,Chemicals,1047.648,True
2085,JUF0YOZV8C,UDAXI,2025-09-02 02:19:21,1.0,station_G,Llegada de vagones,Textiles,397.5759999999999,True
2086,6GZGU9ET83,VXRCS,2025-04-30 13:46:32,0.0,station_E,Llegada de vagones,Chemicals,857.9279999999999,True
2087,CLQK65V3IF,UDAXI,2025-07-28 16:19:56,70.0,station_A,Salida de vagones,Chemicals,1000.0,True
2088,S5PUYRZXHM,VXRCS,2024-10-26 10:54:41,12.0,station_B,Salida de vagones,Chemicals,1117.92,True
2089,U438R92I8L,UDAXI,2025-03-01 16:07:41,26.0,station_A,Salida de vagones,Chemicals,1000.0,True
2090,0EP5GVBSHZ,HHEXD,2025-08-02 11:28:18,12.0,station_B,Llegada de vagones,Chemicals,732.8,True
2091,ZSNTANHARW,UDAXI,2024-08-20 18:51:57,,station_E,Llegada de vagones,Machinery,694.3,True
2092,YZG0OA3Y31,UDAXI,2025-09-19 10:00:00,0.0,station_A,Comienzo de ruta,,482.17599999999993,True
2093,4WYJ9DAK64,UDAXI,2025-01-09 10:00:00,0.0,station_A,Comienzo de ruta,,495.4240000000001,True
2094,BN4JP18MFT,HHEXD,2025-08-12 19:42:06,4.0,station_G,Final de ruta,Food,363.34999999999997,True
2095,OT0VXQS3H4,VXRCS,2024-12-27 13:34:51,1.0,station_E,Salida de vagones,Chemicals,256.44000000000005,True
2096,FJWTZIFT9Y,HHEXD,2024-08-24 16:24:36,0.0,station_F,Llegada de vagones,Textiles,633.77,True
2097,LHIMAQA355,UDAXI,2025-04-10 19:15:56,22.0,station_C,Llegada de vagones,Electronics,134.86399999999983,True
2098,9CYMTYGW5F,VXRCS,2025-05-20 17:19:49,2.0,station_G,Llegada de vagones,Machinery,440.22000000000014,True
2099,0JJGGGS8W0,HHEXD,2024-12-18 15:07:31,0.0,station_E,Descarga de vagones,Machinery,460.85,True
2100,S4I42AFBQN,HHEXD,2024-08-30 14:17:45,0.0,station_D,Descarga de vagones,Chemicals,593.24,True
2101,DNHP1UAKRH,VXRCS,2025-03-12 16:50:40,0.0,station_G,Final de ruta,Food,653.8800000000001,True
2102,KC95N4VPAA,HHEXD,2025-01-04 11:13:57,0.0,station_B,Salida de vagones,Electronics,265.53999999999996,True
2103,W81XE6VA05,VXRCS,2024-07-06 10:00:00,0.0,station_A,Comienzo de ruta,,612.9840000000002,True
2104,JWTV3N74W4,UDAXI,2024-10-29 19:27:51,9.0,station_C,Descarga de vagones,Machinery,873.76,True
2105,RYCEM9N4NV,HHEXD,2024-10-11 14:41:29,17.0,station_E,Llegada de vagones,Electronics,595.36,True
2106,N7XY43CCUG,VXRCS,2025-02-04 12:38:36,4.0,station_D,Descarga de vagones,Textiles,285.40799999999996,True
2107,XOEAN5F3DX,VXRCS,2025-03-18 13:53:05,2.0,station_E,Llegada de vagones,Machinery,771.24,True
2108,JZCZVPD4RX,VXRCS,2024-12-19 10:58:47,4.0,station_B,Salida de vagones,Textiles,1153.2,True
2109,UOGP0MYOE4,UDAXI,2025-05-31 20:54:00,0.0,station_F,Descarga de vagones,Electronics,810.432,True
2110,H0TB4QOD4K,VXRCS,2024-09-21 11:29:17,0.0,station_C,Descarga de vagones,Chemicals,302.448,True
2111,RZN0994LX9,VXRCS,2025-02-13 11:03:03,31.0,station_B,Descarga de vagones,Machinery,1067.7,True
2112,TKZ6THSXOO,UDAXI,2024-09-30 16:00:00,0.0,station_A,Comienzo de ruta,,358.9599999999999,True
2113,EGKRHJ5JN7,UDAXI,2025-06-10 20:50:32,0.0,station_F,Salida de vagones,Textiles,475.5280000000001,True
2114,2AOFJA5NV0,VXRCS,2025-03-08 11:28:21,3.0,station_C,Descarga de vagones,Machinery,451.55999999999983,True
2115,8OF2TX0QJT,HHEXD,2025-03-04 14:59:28,0.0,station_E,Descarga de vagones,Electronics,0.0,True
2116,77QKXIRHBV,UDAXI,2024-11-20 02:16:32,3.0,station_F,Salida de vagones,Textiles,841.3840000000001,True
2117,SBYDKNOONR,UDAXI,2024-12-24 01:06:27,1.0,station_G,Descarga de vagones,Chemicals,476.55999999999995,True
2118,N7XY43CCUG,VXRCS,2025-02-04 17:09:22,0.0,station_G,Llegada de vagones,Textiles,114.76799999999997,True
2119,SY0X4KNSF4,VXRCS,2025-08-15 11:24:54,22.0,station_C,Llegada de vagones,Food,292.36799999999977,True
2120,ETEN7GGO8Y,UDAXI,2025-03-19 13:27:23,21.0,station_C,Llegada de vagones,Food,117.79200000000012,True
